date,sex,industry_sic2007,decil_group,contents,year,value
2020-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 8,Boundaries monthly earnings (NOK),2020,52060
2021-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 8,Boundaries monthly earnings (NOK),2021,54830
2022-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 8,Boundaries monthly earnings (NOK),2022,57870
2016-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 8,Average age (years),2016,41.6
2017-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 8,Average age (years),2017,40.8
2018-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 8,Average age (years),2018,41.1
2019-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 8,Average age (years),2019,40.5
2020-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 8,Average age (years),2020,41.5
2021-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 8,Average age (years),2021,42
2022-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 8,Average age (years),2022,41.3
2016-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 8,Average contractual working hours per week (hours),2016,31.9
2017-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 8,Average contractual working hours per week (hours),2017,33.6
2018-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 8,Average contractual working hours per week (hours),2018,33.9
2019-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 8,Average contractual working hours per week (hours),2019,33.3
2020-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 8,Average contractual working hours per week (hours),2020,33.4
2021-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 8,Average contractual working hours per week (hours),2021,34
2022-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 8,Average contractual working hours per week (hours),2022,34
2016-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Average monthly earnings (NOK),2016,47280
2017-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Average monthly earnings (NOK),2017,49640
2018-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Average monthly earnings (NOK),2018,52090
2019-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Average monthly earnings (NOK),2019,53950
2020-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Average monthly earnings (NOK),2020,56470
2021-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Average monthly earnings (NOK),2021,59390
2022-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Average monthly earnings (NOK),2022,62730
2016-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Average monthly earnings (per cent),2016,13.3
2017-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Average monthly earnings (per cent),2017,13.4
2018-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Average monthly earnings (per cent),2018,13.6
2019-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Average monthly earnings (per cent),2019,13.5
2020-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Average monthly earnings (per cent),2020,13.5
2021-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Average monthly earnings (per cent),2021,13.5
2022-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Average monthly earnings (per cent),2022,13.5
2016-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Boundaries monthly earnings (NOK),2016,52000
2017-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Boundaries monthly earnings (NOK),2017,55000
2018-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Boundaries monthly earnings (NOK),2018,57750
2019-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Boundaries monthly earnings (NOK),2019,59790
2020-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Boundaries monthly earnings (NOK),2020,62230
2021-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Boundaries monthly earnings (NOK),2021,65380
2022-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Boundaries monthly earnings (NOK),2022,69550
2016-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Average age (years),2016,42.8
2017-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Average age (years),2017,42.3
2018-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Average age (years),2018,42.5
2019-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Average age (years),2019,42.2
2020-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Average age (years),2020,42.3
2021-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Average age (years),2021,42.1
2022-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Average age (years),2022,42.2
2016-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Average contractual working hours per week (hours),2016,33.4
2017-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Average contractual working hours per week (hours),2017,34
2018-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Average contractual working hours per week (hours),2018,34
2019-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Average contractual working hours per week (hours),2019,34.4
2020-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Average contractual working hours per week (hours),2020,34.7
2021-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Average contractual working hours per week (hours),2021,34.3
2022-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 9,Average contractual working hours per week (hours),2022,34.4
2016-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Average monthly earnings (NOK),2016,70930
2017-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Average monthly earnings (NOK),2017,75630
2018-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Average monthly earnings (NOK),2018,76290
2019-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Average monthly earnings (NOK),2019,78750
2020-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Average monthly earnings (NOK),2020,84650
2021-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Average monthly earnings (NOK),2021,88180
2022-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Average monthly earnings (NOK),2022,94560
2016-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Average monthly earnings (per cent),2016,19.9
2017-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Average monthly earnings (per cent),2017,20.4
2018-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Average monthly earnings (per cent),2018,19.9
2019-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Average monthly earnings (per cent),2019,19.8
2020-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Average monthly earnings (per cent),2020,20.2
2021-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Average monthly earnings (per cent),2021,20.1
2022-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Average monthly earnings (per cent),2022,20.4
2016-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Boundaries monthly earnings (NOK),2016,NA
2017-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Boundaries monthly earnings (NOK),2017,NA
2018-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Boundaries monthly earnings (NOK),2018,NA
2019-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Boundaries monthly earnings (NOK),2019,NA
2020-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Boundaries monthly earnings (NOK),2020,NA
2021-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Boundaries monthly earnings (NOK),2021,NA
2022-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Boundaries monthly earnings (NOK),2022,NA
2016-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Average age (years),2016,45.2
2017-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Average age (years),2017,45.3
2018-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Average age (years),2018,45.2
2019-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Average age (years),2019,45.7
2020-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Average age (years),2020,46
2021-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Average age (years),2021,46.2
2022-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Average age (years),2022,46.4
2016-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Average contractual working hours per week (hours),2016,32.8
2017-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Average contractual working hours per week (hours),2017,34.3
2018-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Average contractual working hours per week (hours),2018,34.4
2019-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Average contractual working hours per week (hours),2019,34.4
2020-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Average contractual working hours per week (hours),2020,34.1
2021-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Average contractual working hours per week (hours),2021,34.7
2022-12-31,Both sexes,"Agriculture, forestry and fishing",Decile 10,Average contractual working hours per week (hours),2022,34.5
2016-12-31,Both sexes,Mining and quarrying,Decile 1,Average monthly earnings (NOK),2016,34040
2017-12-31,Both sexes,Mining and quarrying,Decile 1,Average monthly earnings (NOK),2017,34650
2018-12-31,Both sexes,Mining and quarrying,Decile 1,Average monthly earnings (NOK),2018,35030
2019-12-31,Both sexes,Mining and quarrying,Decile 1,Average monthly earnings (NOK),2019,35990
2020-12-31,Both sexes,Mining and quarrying,Decile 1,Average monthly earnings (NOK),2020,36660
2021-12-31,Both sexes,Mining and quarrying,Decile 1,Average monthly earnings (NOK),2021,36910
2022-12-31,Both sexes,Mining and quarrying,Decile 1,Average monthly earnings (NOK),2022,38620
2016-12-31,Both sexes,Mining and quarrying,Decile 1,Average monthly earnings (per cent),2016,4.9
2017-12-31,Both sexes,Mining and quarrying,Decile 1,Average monthly earnings (per cent),2017,5
2018-12-31,Both sexes,Mining and quarrying,Decile 1,Average monthly earnings (per cent),2018,4.8
2019-12-31,Both sexes,Mining and quarrying,Decile 1,Average monthly earnings (per cent),2019,4.8
2020-12-31,Both sexes,Mining and quarrying,Decile 1,Average monthly earnings (per cent),2020,4.9
2021-12-31,Both sexes,Mining and quarrying,Decile 1,Average monthly earnings (per cent),2021,4.8
2022-12-31,Both sexes,Mining and quarrying,Decile 1,Average monthly earnings (per cent),2022,4.7
2016-12-31,Both sexes,Mining and quarrying,Decile 1,Boundaries monthly earnings (NOK),2016,39840
2017-12-31,Both sexes,Mining and quarrying,Decile 1,Boundaries monthly earnings (NOK),2017,40490
2018-12-31,Both sexes,Mining and quarrying,Decile 1,Boundaries monthly earnings (NOK),2018,41070
2019-12-31,Both sexes,Mining and quarrying,Decile 1,Boundaries monthly earnings (NOK),2019,42470
2020-12-31,Both sexes,Mining and quarrying,Decile 1,Boundaries monthly earnings (NOK),2020,43310
2021-12-31,Both sexes,Mining and quarrying,Decile 1,Boundaries monthly earnings (NOK),2021,44170
2022-12-31,Both sexes,Mining and quarrying,Decile 1,Boundaries monthly earnings (NOK),2022,45850
2016-12-31,Both sexes,Mining and quarrying,Decile 1,Average age (years),2016,38.8
2017-12-31,Both sexes,Mining and quarrying,Decile 1,Average age (years),2017,39.1
2018-12-31,Both sexes,Mining and quarrying,Decile 1,Average age (years),2018,38
2019-12-31,Both sexes,Mining and quarrying,Decile 1,Average age (years),2019,36.8
2020-12-31,Both sexes,Mining and quarrying,Decile 1,Average age (years),2020,37.3
2021-12-31,Both sexes,Mining and quarrying,Decile 1,Average age (years),2021,37.1
2022-12-31,Both sexes,Mining and quarrying,Decile 1,Average age (years),2022,36.7
2016-12-31,Both sexes,Mining and quarrying,Decile 1,Average contractual working hours per week (hours),2016,33.6
2017-12-31,Both sexes,Mining and quarrying,Decile 1,Average contractual working hours per week (hours),2017,33.8
2018-12-31,Both sexes,Mining and quarrying,Decile 1,Average contractual working hours per week (hours),2018,33.4
2019-12-31,Both sexes,Mining and quarrying,Decile 1,Average contractual working hours per week (hours),2019,33.4
2020-12-31,Both sexes,Mining and quarrying,Decile 1,Average contractual working hours per week (hours),2020,33.5
2021-12-31,Both sexes,Mining and quarrying,Decile 1,Average contractual working hours per week (hours),2021,33.5
2022-12-31,Both sexes,Mining and quarrying,Decile 1,Average contractual working hours per week (hours),2022,33.4
2016-12-31,Both sexes,Mining and quarrying,Decile 2,Average monthly earnings (NOK),2016,43390
2017-12-31,Both sexes,Mining and quarrying,Decile 2,Average monthly earnings (NOK),2017,44410
2018-12-31,Both sexes,Mining and quarrying,Decile 2,Average monthly earnings (NOK),2018,45110
2019-12-31,Both sexes,Mining and quarrying,Decile 2,Average monthly earnings (NOK),2019,46340
2020-12-31,Both sexes,Mining and quarrying,Decile 2,Average monthly earnings (NOK),2020,46990
2021-12-31,Both sexes,Mining and quarrying,Decile 2,Average monthly earnings (NOK),2021,48280
2022-12-31,Both sexes,Mining and quarrying,Decile 2,Average monthly earnings (NOK),2022,50230
2016-12-31,Both sexes,Mining and quarrying,Decile 2,Average monthly earnings (per cent),2016,6.3
2017-12-31,Both sexes,Mining and quarrying,Decile 2,Average monthly earnings (per cent),2017,6.4
2018-12-31,Both sexes,Mining and quarrying,Decile 2,Average monthly earnings (per cent),2018,6.2
2019-12-31,Both sexes,Mining and quarrying,Decile 2,Average monthly earnings (per cent),2019,6.2
2020-12-31,Both sexes,Mining and quarrying,Decile 2,Average monthly earnings (per cent),2020,6.3
2021-12-31,Both sexes,Mining and quarrying,Decile 2,Average monthly earnings (per cent),2021,6.3
2022-12-31,Both sexes,Mining and quarrying,Decile 2,Average monthly earnings (per cent),2022,6.1
2016-12-31,Both sexes,Mining and quarrying,Decile 2,Boundaries monthly earnings (NOK),2016,46790
2017-12-31,Both sexes,Mining and quarrying,Decile 2,Boundaries monthly earnings (NOK),2017,47900
2018-12-31,Both sexes,Mining and quarrying,Decile 2,Boundaries monthly earnings (NOK),2018,48810
2019-12-31,Both sexes,Mining and quarrying,Decile 2,Boundaries monthly earnings (NOK),2019,50010
2020-12-31,Both sexes,Mining and quarrying,Decile 2,Boundaries monthly earnings (NOK),2020,50530
2021-12-31,Both sexes,Mining and quarrying,Decile 2,Boundaries monthly earnings (NOK),2021,52040
2022-12-31,Both sexes,Mining and quarrying,Decile 2,Boundaries monthly earnings (NOK),2022,54490
2016-12-31,Both sexes,Mining and quarrying,Decile 2,Average age (years),2016,41.3
2017-12-31,Both sexes,Mining and quarrying,Decile 2,Average age (years),2017,41.7
2018-12-31,Both sexes,Mining and quarrying,Decile 2,Average age (years),2018,41.9
2019-12-31,Both sexes,Mining and quarrying,Decile 2,Average age (years),2019,40.8
2020-12-31,Both sexes,Mining and quarrying,Decile 2,Average age (years),2020,41.1
2021-12-31,Both sexes,Mining and quarrying,Decile 2,Average age (years),2021,41.3
2022-12-31,Both sexes,Mining and quarrying,Decile 2,Average age (years),2022,41.2
