sex,industry_sic2007,decil_group,contents,year,value
Both sexes,"Agriculture, forestry and fishing",Percentile 99,Boundaries monthly earnings (NOK),2019,100000
Both sexes,"Agriculture, forestry and fishing",Percentile 99,Boundaries monthly earnings (NOK),2020,112000
Both sexes,"Agriculture, forestry and fishing",Percentile 99,Boundaries monthly earnings (NOK),2021,117170
Both sexes,"Agriculture, forestry and fishing",Percentile 99,Boundaries monthly earnings (NOK),2022,125000
Both sexes,"Agriculture, forestry and fishing",Percentile 99,Average age (years),2016,48.5
Both sexes,"Agriculture, forestry and fishing",Percentile 99,Average age (years),2017,48.7
Both sexes,"Agriculture, forestry and fishing",Percentile 99,Average age (years),2018,47.8
Both sexes,"Agriculture, forestry and fishing",Percentile 99,Average age (years),2019,48.4
Both sexes,"Agriculture, forestry and fishing",Percentile 99,Average age (years),2020,47.6
Both sexes,"Agriculture, forestry and fishing",Percentile 99,Average age (years),2021,47.8
Both sexes,"Agriculture, forestry and fishing",Percentile 99,Average age (years),2022,48.1
Both sexes,"Agriculture, forestry and fishing",Percentile 99,Average contractual working hours per week (hours),2016,32.6
Both sexes,"Agriculture, forestry and fishing",Percentile 99,Average contractual working hours per week (hours),2017,32.9
Both sexes,"Agriculture, forestry and fishing",Percentile 99,Average contractual working hours per week (hours),2018,34.1
Both sexes,"Agriculture, forestry and fishing",Percentile 99,Average contractual working hours per week (hours),2019,33
Both sexes,"Agriculture, forestry and fishing",Percentile 99,Average contractual working hours per week (hours),2020,33.6
Both sexes,"Agriculture, forestry and fishing",Percentile 99,Average contractual working hours per week (hours),2021,34.1
Both sexes,"Agriculture, forestry and fishing",Percentile 99,Average contractual working hours per week (hours),2022,34.2
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Average monthly earnings (NOK),2016,140810
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Average monthly earnings (NOK),2017,160870
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Average monthly earnings (NOK),2018,137520
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Average monthly earnings (NOK),2019,145260
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Average monthly earnings (NOK),2020,168990
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Average monthly earnings (NOK),2021,168230
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Average monthly earnings (NOK),2022,187150
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Average monthly earnings (per cent),2016,4
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Average monthly earnings (per cent),2017,4.3
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Average monthly earnings (per cent),2018,3.6
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Average monthly earnings (per cent),2019,3.6
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Average monthly earnings (per cent),2020,4
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Average monthly earnings (per cent),2021,3.9
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Average monthly earnings (per cent),2022,4
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Boundaries monthly earnings (NOK),2016,NA
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Boundaries monthly earnings (NOK),2017,NA
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Boundaries monthly earnings (NOK),2018,NA
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Boundaries monthly earnings (NOK),2019,NA
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Boundaries monthly earnings (NOK),2020,NA
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Boundaries monthly earnings (NOK),2021,NA
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Boundaries monthly earnings (NOK),2022,NA
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Average age (years),2016,48.9
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Average age (years),2017,49
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Average age (years),2018,48.9
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Average age (years),2019,50.2
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Average age (years),2020,50.3
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Average age (years),2021,50
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Average age (years),2022,51
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Average contractual working hours per week (hours),2016,23.2
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Average contractual working hours per week (hours),2017,30.9
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Average contractual working hours per week (hours),2018,32.2
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Average contractual working hours per week (hours),2019,32.1
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Average contractual working hours per week (hours),2020,31
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Average contractual working hours per week (hours),2021,33.4
Both sexes,"Agriculture, forestry and fishing",Percentile 100,Average contractual working hours per week (hours),2022,32.8
Both sexes,Mining and quarrying,Percentile 91,Average monthly earnings (NOK),2016,108720
Both sexes,Mining and quarrying,Percentile 91,Average monthly earnings (NOK),2017,107200
Both sexes,Mining and quarrying,Percentile 91,Average monthly earnings (NOK),2018,112960
Both sexes,Mining and quarrying,Percentile 91,Average monthly earnings (NOK),2019,115190
Both sexes,Mining and quarrying,Percentile 91,Average monthly earnings (NOK),2020,115410
Both sexes,Mining and quarrying,Percentile 91,Average monthly earnings (NOK),2021,118230
Both sexes,Mining and quarrying,Percentile 91,Average monthly earnings (NOK),2022,129170
Both sexes,Mining and quarrying,Percentile 91,Average monthly earnings (per cent),2016,1.6
Both sexes,Mining and quarrying,Percentile 91,Average monthly earnings (per cent),2017,1.5
Both sexes,Mining and quarrying,Percentile 91,Average monthly earnings (per cent),2018,1.6
Both sexes,Mining and quarrying,Percentile 91,Average monthly earnings (per cent),2019,1.5
Both sexes,Mining and quarrying,Percentile 91,Average monthly earnings (per cent),2020,1.6
Both sexes,Mining and quarrying,Percentile 91,Average monthly earnings (per cent),2021,1.5
Both sexes,Mining and quarrying,Percentile 91,Average monthly earnings (per cent),2022,1.6
Both sexes,Mining and quarrying,Percentile 91,Boundaries monthly earnings (NOK),2016,110350
Both sexes,Mining and quarrying,Percentile 91,Boundaries monthly earnings (NOK),2017,108730
Both sexes,Mining and quarrying,Percentile 91,Boundaries monthly earnings (NOK),2018,114800
Both sexes,Mining and quarrying,Percentile 91,Boundaries monthly earnings (NOK),2019,116790
Both sexes,Mining and quarrying,Percentile 91,Boundaries monthly earnings (NOK),2020,117020
Both sexes,Mining and quarrying,Percentile 91,Boundaries monthly earnings (NOK),2021,120020
Both sexes,Mining and quarrying,Percentile 91,Boundaries monthly earnings (NOK),2022,131110
Both sexes,Mining and quarrying,Percentile 91,Average age (years),2016,49.8
Both sexes,Mining and quarrying,Percentile 91,Average age (years),2017,49.7
Both sexes,Mining and quarrying,Percentile 91,Average age (years),2018,49.9
Both sexes,Mining and quarrying,Percentile 91,Average age (years),2019,50.7
Both sexes,Mining and quarrying,Percentile 91,Average age (years),2020,51
Both sexes,Mining and quarrying,Percentile 91,Average age (years),2021,51
Both sexes,Mining and quarrying,Percentile 91,Average age (years),2022,50.9
Both sexes,Mining and quarrying,Percentile 91,Average contractual working hours per week (hours),2016,35.6
Both sexes,Mining and quarrying,Percentile 91,Average contractual working hours per week (hours),2017,35.8
Both sexes,Mining and quarrying,Percentile 91,Average contractual working hours per week (hours),2018,36.2
Both sexes,Mining and quarrying,Percentile 91,Average contractual working hours per week (hours),2019,36.4
Both sexes,Mining and quarrying,Percentile 91,Average contractual working hours per week (hours),2020,36.2
Both sexes,Mining and quarrying,Percentile 91,Average contractual working hours per week (hours),2021,36.3
Both sexes,Mining and quarrying,Percentile 91,Average contractual working hours per week (hours),2022,36.4
Both sexes,Mining and quarrying,Percentile 92,Average monthly earnings (NOK),2016,112110
Both sexes,Mining and quarrying,Percentile 92,Average monthly earnings (NOK),2017,110460
Both sexes,Mining and quarrying,Percentile 92,Average monthly earnings (NOK),2018,116440
Both sexes,Mining and quarrying,Percentile 92,Average monthly earnings (NOK),2019,118680
Both sexes,Mining and quarrying,Percentile 92,Average monthly earnings (NOK),2020,118950
Both sexes,Mining and quarrying,Percentile 92,Average monthly earnings (NOK),2021,121760
Both sexes,Mining and quarrying,Percentile 92,Average monthly earnings (NOK),2022,133110
Both sexes,Mining and quarrying,Percentile 92,Average monthly earnings (per cent),2016,1.6
Both sexes,Mining and quarrying,Percentile 92,Average monthly earnings (per cent),2017,1.6
Both sexes,Mining and quarrying,Percentile 92,Average monthly earnings (per cent),2018,1.6
Both sexes,Mining and quarrying,Percentile 92,Average monthly earnings (per cent),2019,1.6
Both sexes,Mining and quarrying,Percentile 92,Average monthly earnings (per cent),2020,1.6
Both sexes,Mining and quarrying,Percentile 92,Average monthly earnings (per cent),2021,1.6
Both sexes,Mining and quarrying,Percentile 92,Average monthly earnings (per cent),2022,1.6
Both sexes,Mining and quarrying,Percentile 92,Boundaries monthly earnings (NOK),2016,113980
Both sexes,Mining and quarrying,Percentile 92,Boundaries monthly earnings (NOK),2017,112430
Both sexes,Mining and quarrying,Percentile 92,Boundaries monthly earnings (NOK),2018,118260
Both sexes,Mining and quarrying,Percentile 92,Boundaries monthly earnings (NOK),2019,120520
Both sexes,Mining and quarrying,Percentile 92,Boundaries monthly earnings (NOK),2020,120840
Both sexes,Mining and quarrying,Percentile 92,Boundaries monthly earnings (NOK),2021,123640
Both sexes,Mining and quarrying,Percentile 92,Boundaries monthly earnings (NOK),2022,135200
Both sexes,Mining and quarrying,Percentile 92,Average age (years),2016,49.6
Both sexes,Mining and quarrying,Percentile 92,Average age (years),2017,50.2
Both sexes,Mining and quarrying,Percentile 92,Average age (years),2018,50.7
Both sexes,Mining and quarrying,Percentile 92,Average age (years),2019,50.7
Both sexes,Mining and quarrying,Percentile 92,Average age (years),2020,50.8
Both sexes,Mining and quarrying,Percentile 92,Average age (years),2021,50.8
Both sexes,Mining and quarrying,Percentile 92,Average age (years),2022,51.2
Both sexes,Mining and quarrying,Percentile 92,Average contractual working hours per week (hours),2016,36
Both sexes,Mining and quarrying,Percentile 92,Average contractual working hours per week (hours),2017,36.2
Both sexes,Mining and quarrying,Percentile 92,Average contractual working hours per week (hours),2018,36
Both sexes,Mining and quarrying,Percentile 92,Average contractual working hours per week (hours),2019,36.1
Both sexes,Mining and quarrying,Percentile 92,Average contractual working hours per week (hours),2020,35.9
Both sexes,Mining and quarrying,Percentile 92,Average contractual working hours per week (hours),2021,35.8
Both sexes,Mining and quarrying,Percentile 92,Average contractual working hours per week (hours),2022,36.5
Both sexes,Mining and quarrying,Percentile 93,Average monthly earnings (NOK),2016,115980
Both sexes,Mining and quarrying,Percentile 93,Average monthly earnings (NOK),2017,114360
Both sexes,Mining and quarrying,Percentile 93,Average monthly earnings (NOK),2018,120310
Both sexes,Mining and quarrying,Percentile 93,Average monthly earnings (NOK),2019,122680
Both sexes,Mining and quarrying,Percentile 93,Average monthly earnings (NOK),2020,123000
Both sexes,Mining and quarrying,Percentile 93,Average monthly earnings (NOK),2021,125720
Both sexes,Mining and quarrying,Percentile 93,Average monthly earnings (NOK),2022,137400
Both sexes,Mining and quarrying,Percentile 93,Average monthly earnings (per cent),2016,1.7
Both sexes,Mining and quarrying,Percentile 93,Average monthly earnings (per cent),2017,1.6
Both sexes,Mining and quarrying,Percentile 93,Average monthly earnings (per cent),2018,1.7
Both sexes,Mining and quarrying,Percentile 93,Average monthly earnings (per cent),2019,1.6
Both sexes,Mining and quarrying,Percentile 93,Average monthly earnings (per cent),2020,1.7
Both sexes,Mining and quarrying,Percentile 93,Average monthly earnings (per cent),2021,1.6
Both sexes,Mining and quarrying,Percentile 93,Average monthly earnings (per cent),2022,1.7
Both sexes,Mining and quarrying,Percentile 93,Boundaries monthly earnings (NOK),2016,117990
Both sexes,Mining and quarrying,Percentile 93,Boundaries monthly earnings (NOK),2017,116410
Both sexes,Mining and quarrying,Percentile 93,Boundaries monthly earnings (NOK),2018,122480
Both sexes,Mining and quarrying,Percentile 93,Boundaries monthly earnings (NOK),2019,125000
Both sexes,Mining and quarrying,Percentile 93,Boundaries monthly earnings (NOK),2020,125180
